"State","Date","Cumulative_Cases","Daily_Cases","Cumulative_Deaths","Daily_Deaths"
"Alabama",2020-01-22,0,0,0,0
"Alabama",2020-01-23,0,0,0,0
"Alabama",2020-01-24,0,0,0,0
"Alabama",2020-01-25,0,0,0,0
"Alabama",2020-01-26,0,0,0,0
"Alabama",2020-01-27,0,0,0,0
"Alabama",2020-01-28,0,0,0,0
"Alabama",2020-01-29,0,0,0,0
"Alabama",2020-01-30,0,0,0,0
"Alabama",2020-01-31,0,0,0,0
"Alabama",2020-02-01,0,0,0,0
"Alabama",2020-02-02,0,0,0,0
"Alabama",2020-02-03,0,0,0,0
"Alabama",2020-02-04,0,0,0,0
"Alabama",2020-02-05,0,0,0,0
"Alabama",2020-02-06,0,0,0,0
"Alabama",2020-02-07,0,0,0,0
"Alabama",2020-02-08,0,0,0,0
"Alabama",2020-02-09,0,0,0,0
"Alabama",2020-02-10,0,0,0,0
"Alabama",2020-02-11,0,0,0,0
"Alabama",2020-02-12,0,0,0,0
"Alabama",2020-02-13,0,0,0,0
"Alabama",2020-02-14,0,0,0,0
"Alabama",2020-02-15,0,0,0,0
"Alabama",2020-02-16,0,0,0,0
"Alabama",2020-02-17,0,0,0,0
"Alabama",2020-02-18,0,0,0,0
"Alabama",2020-02-19,0,0,0,0
"Alabama",2020-02-20,0,0,0,0
"Alabama",2020-02-21,0,0,0,0
"Alabama",2020-02-22,0,0,0,0
"Alabama",2020-02-23,0,0,0,0
"Alabama",2020-02-24,0,0,0,0
"Alabama",2020-02-25,0,0,0,0
"Alabama",2020-02-26,0,0,0,0
"Alabama",2020-02-27,0,0,0,0
"Alabama",2020-02-28,0,0,0,0
"Alabama",2020-02-29,0,0,0,0
"Alabama",2020-03-01,0,0,0,0
"Alabama",2020-03-02,0,0,0,0
"Alabama",2020-03-03,0,0,0,0
"Alabama",2020-03-04,0,0,0,0
"Alabama",2020-03-05,0,0,0,0
"Alabama",2020-03-06,0,0,0,0
"Alabama",2020-03-07,0,0,0,0
"Alabama",2020-03-08,0,0,0,0
"Alabama",2020-03-09,0,0,0,0
"Alabama",2020-03-10,0,0,0,0
"Alabama",2020-03-11,3,3,0,0
"Alabama",2020-03-12,4,1,0,0
"Alabama",2020-03-13,8,4,0,0
"Alabama",2020-03-14,15,7,0,0
"Alabama",2020-03-15,28,13,0,0
"Alabama",2020-03-16,36,8,0,0
"Alabama",2020-03-17,51,15,0,0
"Alabama",2020-03-18,61,10,0,0
"Alabama",2020-03-19,88,27,0,0
"Alabama",2020-03-20,115,27,0,0
"Alabama",2020-03-21,149,34,0,0
"Alabama",2020-03-22,180,31,0,0
"Alabama",2020-03-23,224,44,0,0
"Alabama",2020-03-24,298,74,0,0
"Alabama",2020-03-25,472,174,1,1
"Alabama",2020-03-26,574,102,1,0
"Alabama",2020-03-27,684,110,4,3
"Alabama",2020-03-28,801,117,4,0
"Alabama",2020-03-29,880,79,10,6
"Alabama",2020-03-30,1001,121,10,0
"Alabama",2020-03-31,1063,62,23,13
"Alabama",2020-04-01,1175,112,27,4
"Alabama",2020-04-02,1371,196,32,5
"Alabama",2020-04-03,1606,235,38,6
"Alabama",2020-04-04,1727,121,44,6
"Alabama",2020-04-05,1905,178,45,1
"Alabama",2020-04-06,2079,174,49,4
"Alabama",2020-04-07,2308,229,64,15
"Alabama",2020-04-08,2614,306,66,2
"Alabama",2020-04-09,2954,340,70,4
"Alabama",2020-04-10,3112,158,80,10
"Alabama",2020-04-11,3346,234,92,12
"Alabama",2020-04-12,3667,321,93,1
"Alabama",2020-04-13,3870,203,99,6
"Alabama",2020-04-14,4041,171,114,15
"Alabama",2020-04-15,4307,266,118,4
"Alabama",2020-04-16,4465,158,133,15
"Alabama",2020-04-17,4557,92,148,15
"Alabama",2020-04-18,4788,231,153,5
"Alabama",2020-04-19,4978,190,157,4
"Alabama",2020-04-20,5163,185,163,6
"Alabama",2020-04-21,5404,241,183,20
"Alabama",2020-04-22,5692,288,196,13
"Alabama",2020-04-23,5899,207,202,6
"Alabama",2020-04-24,6092,193,209,7
"Alabama",2020-04-25,6274,182,209,0
"Alabama",2020-04-26,6475,201,219,10
"Alabama",2020-04-27,6621,146,228,9
"Alabama",2020-04-28,6820,199,242,14
"Alabama",2020-04-29,6979,159,256,14
"Alabama",2020-04-30,7187,208,272,16
"Alabama",2020-05-01,7440,253,289,17
"Alabama",2020-05-02,7700,260,288,0
"Alabama",2020-05-03,7977,277,290,2
"Alabama",2020-05-04,8203,226,298,8
"Alabama",2020-05-05,8520,317,315,17
"Alabama",2020-05-06,8769,249,343,28
"Alabama",2020-05-07,9115,346,369,26
"Alabama",2020-05-08,9437,322,383,14
"Alabama",2020-05-09,9720,283,390,7
"Alabama",2020-05-10,9982,262,393,3
"Alabama",2020-05-11,10262,280,403,10
"Alabama",2020-05-12,10566,304,435,32
"Alabama",2020-05-13,10822,256,450,15
"Alabama",2020-05-14,11161,339,473,23
"Alabama",2020-05-15,11494,333,483,10
"Alabama",2020-05-16,11828,334,485,2
"Alabama",2020-05-17,12137,309,488,3
"Alabama",2020-05-18,12438,301,489,1
"Alabama",2020-05-19,12825,387,504,15
"Alabama",2020-05-20,13186,361,522,18
"Alabama",2020-05-21,13590,404,529,7
"Alabama",2020-05-22,13954,364,541,12
"Alabama",2020-05-23,14328,374,549,8
"Alabama",2020-05-24,14676,348,551,2
"Alabama",2020-05-25,15309,633,566,15
"Alabama",2020-05-26,15899,590,580,14
"Alabama",2020-05-27,16263,364,583,3
"Alabama",2020-05-28,16749,486,591,8
"Alabama",2020-05-29,17262,513,610,19
"Alabama",2020-05-30,17689,427,618,8
"Alabama",2020-05-31,18200,511,630,12
"Alabama",2020-06-01,18525,325,646,16
"Alabama",2020-06-02,18734,209,653,7
"Alabama",2020-06-03,18954,220,653,0
"Alabama",2020-06-04,19262,308,653,0
"Alabama",2020-06-05,19910,648,676,23
"Alabama",2020-06-06,20355,445,689,13
"Alabama",2020-06-07,20777,422,692,3
"Alabama",2020-06-08,21268,491,718,26
"Alabama",2020-06-09,21834,566,729,11
"Alabama",2020-06-10,22659,825,744,15
"Alabama",2020-06-11,23370,711,755,11
"Alabama",2020-06-12,24405,1035,769,14
"Alabama",2020-06-13,25364,959,773,4
"Alabama",2020-06-14,26182,818,773,0
"Alabama",2020-06-15,26485,303,774,1
"Alabama",2020-06-16,27034,549,785,11
"Alabama",2020-06-17,27941,907,790,5
"Alabama",2020-06-18,28676,735,810,20
"Alabama",2020-06-19,29225,549,822,12
"Alabama",2020-06-20,29683,458,838,16
"Alabama",2020-06-21,30122,439,839,1
"Alabama",2020-06-22,30771,649,841,2
"Alabama",2020-06-23,31889,1118,864,23
"Alabama",2020-06-24,32878,989,891,27
"Alabama",2020-06-25,33880,1002,896,5
"Alabama",2020-06-26,34903,1023,907,11
"Alabama",2020-06-27,35083,180,919,12
"Alabama",2020-06-28,36503,1420,919,0
"Alabama",2020-06-29,37589,1086,929,10
"Alabama",2020-06-30,38477,888,950,21
"Alabama",2020-07-01,39647,1170,972,22
"Alabama",2020-07-02,41340,1693,985,13
"Alabama",2020-07-03,42255,915,1006,21
"Alabama",2020-07-04,43216,961,1007,1
"Alabama",2020-07-05,44022,806,1007,0
"Alabama",2020-07-06,44932,910,1007,0
"Alabama",2020-07-07,46348,1416,1033,26
"Alabama",2020-07-08,48149,1801,1058,25
"Alabama",2020-07-09,49695,1546,1068,10
"Alabama",2020-07-10,51329,1634,1104,36
"Alabama",2020-07-11,52802,1473,1114,10
"Alabama",2020-07-12,54781,1979,1121,7
"Alabama",2020-07-13,56168,1387,1124,3
"Alabama",2020-07-14,58284,2116,1164,40
"Alabama",2020-07-15,60194,1910,1211,47
"Alabama",2020-07-16,62128,1934,1230,19
"Alabama",2020-07-17,64152,2024,1265,35
"Alabama",2020-07-18,66181,2029,1286,21
"Alabama",2020-07-19,67733,1552,1287,1
"Alabama",2020-07-20,69236,1503,1291,4
"Alabama",2020-07-21,70600,1364,1303,12
"Alabama",2020-07-22,72594,1994,1364,61
"Alabama",2020-07-23,74685,2091,1397,33
"Alabama",2020-07-24,76795,2110,1438,41
"Alabama",2020-07-25,78188,1393,1456,18
"Alabama",2020-07-26,79948,1760,1473,17
"Alabama",2020-07-27,81256,1308,1491,18
"Alabama",2020-07-28,82698,1442,1491,0
"Alabama",2020-07-29,84652,1954,1538,47
"Alabama",2020-07-30,86664,2012,1565,27
"Alabama",2020-07-31,88266,1602,1580,15
"Alabama",2020-08-01,90299,2033,1603,23
"Alabama",2020-08-02,91458,1159,1627,24
"Alabama",2020-08-03,92502,1044,1633,6
"Alabama",2020-08-04,93457,955,1666,33
"Alabama",2020-08-05,95323,1866,1695,29
"Alabama",2020-08-06,97044,1721,1714,19
"Alabama",2020-08-07,98895,1851,1735,21
"Alabama",2020-08-08,99854,959,1755,20
"Alabama",2020-08-09,101466,1612,1768,13
"Alabama",2020-08-10,102391,925,1797,29
"Alabama",2020-08-11,103485,1094,1847,50
"Alabama",2020-08-12,104219,734,1882,35
"Alabama",2020-08-13,104976,757,1890,8
"Alabama",2020-08-14,106096,1120,1893,3
"Alabama",2020-08-15,106926,830,1896,3
"Alabama",2020-08-16,107667,741,1898,2
"Alabama",2020-08-17,109092,1425,1925,27
"Alabama",2020-08-18,110415,1323,1936,11
"Alabama",2020-08-19,111696,1281,1944,8
"Alabama",2020-08-20,112737,1041,1974,30
"Alabama",2020-08-21,114212,1475,1996,22
"Alabama",2020-08-22,114809,597,2011,15
"Alabama",2020-08-23,115485,676,2013,2
"Alabama",2020-08-24,116045,560,2024,11
"Alabama",2020-08-25,118190,2145,2037,13
"Alabama",2020-08-26,119904,1714,2045,8
"Alabama",2020-08-27,121041,1137,2076,31
"Alabama",2020-08-28,122879,1838,2107,31
"Alabama",2020-08-29,124155,1276,2152,45
"Alabama",2020-08-30,124944,789,2162,10
"Alabama",2020-08-31,126500,1556,2182,20
"Alabama",2020-09-01,127234,734,2200,18
"Alabama",2020-09-02,128240,1006,2217,17
"Alabama",2020-09-03,129225,985,2233,16
"Alabama",2020-09-04,130373,1148,2266,33
"Alabama",2020-09-05,130914,541,2275,9
"Alabama",2020-09-06,131690,776,2276,1
"Alabama",2020-09-07,132221,531,2276,0
"Alabama",2020-09-08,133005,784,2277,1
"Alabama",2020-09-09,134061,1056,2285,8
"Alabama",2020-09-10,135138,1077,2301,16
"Alabama",2020-09-11,136107,969,2333,32
"Alabama",2020-09-12,137166,1059,2350,17
"Alabama",2020-09-13,137861,695,2351,1
"Alabama",2020-09-14,138619,758,2355,4
"Alabama",2020-09-15,139660,1041,2387,32
"Alabama",2020-09-16,140423,763,2392,5
"Alabama",2020-09-17,141454,1031,2401,9
"Alabama",2020-09-18,142768,1314,2428,27
"Alabama",2020-09-19,143578,810,2437,9
"Alabama",2020-09-20,144325,747,2437,0
"Alabama",2020-09-21,145202,877,2439,2
"Alabama",2020-09-22,145859,657,2457,18
"Alabama",2020-09-23,146897,1038,2488,31
"Alabama",2020-09-24,149263,2366,2506,18
"Alabama",2020-09-25,150239,976,2491,0
"Alabama",2020-09-26,150965,726,2501,10
"Alabama",2020-09-27,151604,639,2501,0
"Alabama",2020-09-28,152350,746,2501,0
"Alabama",2020-09-29,153584,1234,2517,16
"Alabama",2020-09-30,154772,1188,2540,23
"Alabama",2020-10-01,155727,955,2548,8
"Alabama",2020-10-02,157402,1675,2550,2
"Alabama",2020-10-03,158181,779,2558,8
"Alabama",2020-10-04,158717,536,2558,0
"Alabama",2020-10-05,159476,759,2559,1
"Alabama",2020-10-06,160485,1009,2580,21
"Alabama",2020-10-07,161085,600,2601,21
"Alabama",2020-10-08,162683,1598,2637,36
"Alabama",2020-10-09,163897,1214,2653,16
"Alabama",2020-10-10,164698,801,2664,11
"Alabama",2020-10-11,165414,716,2664,0
"Alabama",2020-10-12,166514,1100,2665,1
"Alabama",2020-10-13,167396,882,2665,0
"Alabama",2020-10-14,168620,1224,2706,41
"Alabama",2020-10-15,169845,1225,2756,50
"Alabama",2020-10-16,171157,1312,2786,30
"Alabama",2020-10-17,172137,980,2788,2
"Alabama",2020-10-18,173002,865,2788,0
"Alabama",2020-10-19,174078,1076,2789,1
"Alabama",2020-10-20,175210,1132,2805,16
"Alabama",2020-10-21,176605,1395,2828,23
"Alabama",2020-10-22,180437,3832,2843,15
"Alabama",2020-10-23,182567,2130,2859,16
"Alabama",2020-10-24,183831,1264,2866,7
"Alabama",2020-10-25,184723,892,2866,0
"Alabama",2020-10-26,185938,1215,2866,0
"Alabama",2020-10-27,187267,1329,2892,26
"Alabama",2020-10-28,188775,1508,2911,19
"Alabama",2020-10-29,190113,1338,2914,3
"Alabama",2020-10-30,191932,1819,2932,18
"Alabama",2020-10-31,193613,1681,2967,35
"Alabama",2020-11-01,194458,845,2973,6
"Alabama",2020-11-02,195692,1234,2973,0
"Alabama",2020-11-03,197504,1812,2987,14
"Alabama",2020-11-04,198927,1423,3006,19
"Alabama",2020-11-05,200528,1601,3026,20
"Alabama",2020-11-06,202131,1603,3049,23
"Alabama",2020-11-07,203518,1387,3082,33
"Alabama",2020-11-08,204665,1147,3084,2
"Alabama",2020-11-09,206523,1858,3084,0
"Alabama",2020-11-10,206562,39,3120,36
"Alabama",2020-11-11,208637,2075,3201,81
"Alabama",2020-11-12,210637,2000,3213,12
"Alabama",2020-11-13,213617,2980,3231,18
"Alabama",2020-11-14,215843,2226,3246,15
"Alabama",2020-11-15,217822,1979,3248,2
"Alabama",2020-11-16,219232,1410,3249,1
"Alabama",2020-11-17,220848,1616,3301,52
"Alabama",2020-11-18,223486,2638,3347,46
"Alabama",2020-11-19,225910,2424,3419,72
"Alabama",2020-11-20,228373,2463,3451,32
"Alabama",2020-11-21,230708,2335,3457,6
"Alabama",2020-11-22,232506,1798,3457,0
"Alabama",2020-11-23,234080,1574,3459,2
"Alabama",2020-11-24,236865,2785,3472,13
"Alabama",2020-11-25,239318,2453,3532,60
"Alabama",2020-11-26,241957,2639,3572,40
"Alabama",2020-11-27,242874,917,3572,0
"Alabama",2020-11-28,244993,2119,3572,0
"Alabama",2020-11-29,247229,2236,3577,5
"Alabama",2020-11-30,249524,2295,3578,1
"Alabama",2020-12-01,252900,3376,3638,60
"Alabama",2020-12-02,256828,3928,3711,73
"Alabama",2020-12-03,260359,3531,3776,65
"Alabama",2020-12-04,264199,3840,3831,55
"Alabama",2020-12-05,267589,3390,3877,46
"Alabama",2020-12-06,269877,2288,3889,12
"Alabama",2020-12-07,272229,2352,3892,3
"Alabama",2020-12-08,276665,4436,3942,50
"Alabama",2020-12-09,280187,3522,3985,43
"Alabama",2020-12-10,284922,4735,4034,49
"Alabama",2020-12-11,288775,3853,4086,52
"Alabama",2020-12-12,292841,4066,4102,16
"Alabama",2020-12-13,295631,2790,4102,0
"Alabama",2020-12-14,297895,2264,4102,0
"Alabama",2020-12-15,301533,3638,4124,22
"Alabama",2020-12-16,305640,4107,4198,74
"Alabama",2020-12-17,310335,4695,4254,56
"Alabama",2020-12-18,315683,5348,4296,42
"Alabama",2020-12-19,319904,4221,4389,93
"Alabama",2020-12-20,322452,2548,4389,0
"Alabama",2020-12-21,324832,2380,4389,0
"Alabama",2020-12-22,329811,4979,4452,63
"Alabama",2020-12-23,334569,4758,4587,135
"Alabama",2020-12-24,338801,4232,4676,89
"Alabama",2020-12-25,342426,3625,4680,4
"Alabama",2020-12-26,343458,1032,4685,5
"Alabama",2020-12-27,345628,2170,4691,6
"Alabama",2020-12-28,347897,2269,4712,21
"Alabama",2020-12-29,351804,3907,4737,25
"Alabama",2020-12-30,356820,5016,4774,37
"Alabama",2020-12-31,361226,4406,4827,53
"Alabama",2021-01-01,365747,4521,4872,45
"Alabama",2021-01-02,369458,3711,4872,0
"Alabama",2021-01-03,371934,2476,4873,1
"Alabama",2021-01-04,374095,2161,4878,5
"Alabama",2021-01-05,379593,5498,4886,8
"Alabama",2021-01-06,384184,4591,4994,108
"Alabama",2021-01-07,389230,5046,5080,86
"Alabama",2021-01-08,394287,5057,5191,111
"Alabama",2021-01-09,399150,4863,5299,108
"Alabama",2021-01-10,401900,2750,5334,35
"Alabama",2021-01-11,404000,2100,5347,13
"Alabama",2021-01-12,407848,3848,5573,226
"Alabama",2021-01-13,410995,3147,5760,187
"Alabama",2021-01-14,414583,3588,5945,185
"Alabama",2021-01-15,417528,2945,6030,85
"Alabama",2021-01-16,420681,3153,6119,89
"Alabama",2021-01-17,422598,1917,6120,1
"Alabama",2021-01-18,424028,1430,6121,1
"Alabama",2021-01-19,426543,2515,6126,5
"Alabama",2021-01-20,429655,3112,6283,157
"Alabama",2021-01-21,432536,2881,6379,96
"Alabama",2021-01-22,436087,3551,6486,107
"Alabama",2021-01-23,439442,3355,6657,171
"Alabama",2021-01-24,441170,1728,6660,3
"Alabama",2021-01-25,443009,1839,6662,2
"Alabama",2021-01-26,445909,2900,6896,234
"Alabama",2021-01-27,449086,3177,7172,276
"Alabama",2021-01-28,452734,3648,7340,168
"Alabama",2021-01-29,455582,2848,7566,226
"Alabama",2021-01-30,455582,0,7566,0
"Alabama",2021-01-31,459639,4057,7688,122
"Alabama",2021-02-01,460860,1221,7688,0
"Alabama",2021-02-02,462938,2078,7894,206
"Alabama",2021-02-03,465056,2118,8203,309
"Alabama",2021-02-04,467823,2767,8365,162
"Alabama",2021-02-05,469319,1496,8449,84
"Alabama",2021-02-06,471311,1992,8513,64
"Alabama",2021-02-07,472423,1112,8515,2
"Alabama",2021-02-08,473348,925,8523,8
"Alabama",2021-02-09,474666,1318,8579,56
"Alabama",2021-02-10,476067,1401,8888,309
"Alabama",2021-02-11,477570,1503,9021,133
"Alabama",2021-02-12,478667,1097,9180,159
"Alabama",2021-02-13,479856,1189,9242,62
"Alabama",2021-02-14,480931,1075,9242,0
"Alabama",2021-02-15,481605,674,9244,2
"Alabama",2021-02-16,482488,883,9257,13
"Alabama",2021-02-17,483167,679,9346,89
"Alabama",2021-02-18,484365,1198,9424,78
"Alabama",2021-02-19,485212,847,9573,149
"Alabama",2021-02-20,485986,774,9590,17
"Alabama",2021-02-21,486843,857,9592,2
"Alabama",2021-02-22,487520,677,9592,0
"Alabama",2021-02-23,488973,1453,9660,68
"Alabama",2021-02-24,490220,1247,9744,84
"Alabama",2021-02-25,491110,890,9831,87
"Alabama",2021-02-26,491849,739,9869,38
"Alabama",2021-02-27,492683,834,9930,61
"Alabama",2021-02-28,493252,569,9929,0
"Alabama",2021-03-01,493769,517,9931,2
"Alabama",2021-03-02,494421,652,9991,60
"Alabama",2021-03-03,497154,2733,10029,38
"Alabama",2021-03-04,498076,922,10094,65
"Alabama",2021-03-05,498887,811,10122,28
"Alabama",2021-03-06,499411,524,10149,27
"Alabama",2021-03-07,499819,408,10148,0
"Alabama",2021-03-08,500092,273,10148,0
"Alabama",2021-03-09,500616,524,10186,38
"Alabama",2021-03-10,501398,782,10222,36
"Alabama",2021-03-11,502263,865,10274,52
"Alabama",2021-03-12,502711,448,10299,25
"Alabama",2021-03-13,503305,594,10327,28
"Alabama",2021-03-14,503673,368,10327,0
"Alabama",2021-03-15,508229,4556,10329,2
"Alabama",2021-03-16,508717,488,10337,8
"Alabama",2021-03-17,509476,759,10363,26
"Alabama",2021-03-18,510048,572,10391,28
"Alabama",2021-03-19,510579,531,10425,34
"Alabama",2021-03-20,511087,508,10436,11
"Alabama",2021-03-21,511460,373,10436,0
"Alabama",2021-03-22,511779,319,10436,0
"Alabama",2021-03-23,511789,10,10450,14
"Alabama",2021-03-24,512711,922,10487,37
"Alabama",2021-03-25,513138,427,10504,17
"Alabama",2021-03-26,513580,442,10523,19
"Alabama",2021-03-27,514072,492,10526,3
"Alabama",2021-03-28,514391,319,10526,0
"Alabama",2021-03-29,514619,228,10526,0
"Alabama",2021-03-30,514980,361,10527,1
"Alabama",2021-03-31,515388,408,10554,27
"Alabama",2021-04-01,515866,478,10553,0
"Alabama",2021-04-02,516266,400,10607,54
"Alabama",2021-04-03,516615,349,10637,30
"Alabama",2021-04-04,516809,194,10637,0
"Alabama",2021-04-05,516918,109,10638,1
"Alabama",2021-04-06,517114,196,10652,14
"Alabama",2021-04-07,517452,338,10652,0
"Alabama",2021-04-08,517916,464,10675,23
"Alabama",2021-04-09,518234,318,10686,11
"Alabama",2021-04-10,518588,354,10712,26
"Alabama",2021-04-11,518899,311,10712,0
"Alabama",2021-04-12,519071,172,10712,0
"Alabama",2021-04-13,520503,1432,10722,10
"Alabama",2021-04-14,520780,277,10728,6
"Alabama",2021-04-15,521201,421,10736,8
"Alabama",2021-04-16,521623,422,10739,3
"Alabama",2021-04-17,522131,508,10790,51
"Alabama",2021-04-18,522401,270,10790,0
"Alabama",2021-04-19,522512,111,10790,0
"Alabama",2021-04-20,523955,1443,10798,8
"Alabama",2021-04-21,524367,412,10807,9
"Alabama",2021-04-22,525049,682,10824,17
"Alabama",2021-04-23,525477,428,10840,16
"Alabama",2021-04-24,525898,421,10851,11
"Alabama",2021-04-25,526131,233,10851,0
"Alabama",2021-04-26,526348,217,10852,1
"Alabama",2021-04-27,526707,359,10854,2
"Alabama",2021-04-28,527083,376,10879,25
"Alabama",2021-04-29,527513,430,10887,8
"Alabama",2021-04-30,527922,409,10896,9
"Alabama",2021-05-01,528309,387,10913,17
"Alabama",2021-05-02,528597,288,10913,0
"Alabama",2021-05-03,528784,187,10913,0
"Alabama",2021-05-04,528784,0,10913,0
"Alabama",2021-05-05,529446,662,10930,17
"Alabama",2021-05-06,530011,565,10946,16
"Alabama",2021-05-07,530325,314,10966,20
"Alabama",2021-05-08,530744,419,10978,12
"Alabama",2021-05-09,530988,244,10978,0
"Alabama",2021-05-10,531094,106,10978,0
"Alabama",2021-05-11,531404,310,10985,7
"Alabama",2021-05-12,531751,347,10997,12
"Alabama",2021-05-13,532895,1144,11001,4
"Alabama",2021-05-14,537813,4918,11024,23
"Alabama",2021-05-15,539829,2016,11038,14
"Alabama",2021-05-16,540083,254,11038,0
"Alabama",2021-05-17,540267,184,11038,0
"Alabama",2021-05-18,540603,336,11043,5
"Alabama",2021-05-19,540891,288,11045,2
"Alabama",2021-05-20,541230,339,11077,32
"Alabama",2021-05-21,541673,443,11080,3
"Alabama",2021-05-22,541928,255,11112,32
"Alabama",2021-05-23,542124,196,11112,0
"Alabama",2021-05-24,542256,132,11112,0
"Alabama",2021-05-25,542562,306,11124,12
"Alabama",2021-05-26,542831,269,11138,14
"Alabama",2021-05-27,543177,346,11140,2
"Alabama",2021-05-28,543405,228,11146,6
"Alabama",2021-05-29,543405,0,11146,0
"Alabama",2021-05-30,543405,0,11146,0
"Alabama",2021-05-31,543405,0,11146,0
"Alabama",2021-06-01,544045,640,11156,10
"Alabama",2021-06-02,544598,553,11167,11
"Alabama",2021-06-03,545028,430,11188,21
"Alabama",2021-06-04,545585,557,11198,10
"Alabama",2021-06-05,545585,0,11198,0
"Alabama",2021-06-06,545585,0,11198,0
"Alabama",2021-06-07,546324,739,11217,19
"Alabama",2021-06-08,546540,216,11220,3
"Alabama",2021-06-09,546845,305,11249,29
"Alabama",2021-06-10,547135,290,11252,3
"Alabama",2021-06-11,547323,188,11266,14
"Alabama",2021-06-12,547323,0,11266,0
"Alabama",2021-06-13,547323,0,11266,0
"Alabama",2021-06-14,547873,550,11274,8
"Alabama",2021-06-15,548163,290,11281,7
"Alabama",2021-06-16,548323,160,11288,7
"Alabama",2021-06-17,548323,0,11288,0
"Alabama",2021-06-18,548657,334,11306,18
"Alabama",2021-06-19,548657,0,11306,0
"Alabama",2021-06-20,548657,0,11306,0
"Alabama",2021-06-21,549013,356,11311,5
"Alabama",2021-06-22,549013,0,11311,0
"Alabama",2021-06-23,549394,381,11328,17
"Alabama",2021-06-24,549394,0,11328,0
"Alabama",2021-06-25,549934,540,11336,8
"Alabama",2021-06-26,549934,0,11336,0
"Alabama",2021-06-27,549934,0,11336,0
"Alabama",2021-06-28,550451,517,11338,2
"Alabama",2021-06-29,550451,0,11338,0
"Alabama",2021-06-30,550983,532,11352,14
"Alabama",2021-07-01,550983,0,11352,0
"Alabama",2021-07-02,551298,315,11358,6
"Alabama",2021-07-03,551298,0,11358,0
"Alabama",2021-07-04,551298,0,11358,0
"Alabama",2021-07-05,551298,0,11358,0
"Alabama",2021-07-06,551298,0,11358,0
"Alabama",2021-07-07,552911,1613,11387,29
"Alabama",2021-07-08,552911,0,11387,0
"Alabama",2021-07-09,554071,1160,11398,11
"Alabama",2021-07-10,554605,534,11402,4
"Alabama",2021-07-11,554605,0,11402,0
"Alabama",2021-07-12,555215,610,11402,0
"Alabama",2021-07-13,555215,0,11402,0
"Alabama",2021-07-14,556613,1398,11428,26
"Alabama",2021-07-15,557578,965,11439,11
"Alabama",2021-07-16,558577,999,11442,3
"Alabama",2021-07-17,559478,901,11443,1
"Alabama",2021-07-18,560202,724,11443,0
"Alabama",2021-07-19,560920,718,11443,0
"Alabama",2021-07-20,562311,1391,11460,17
"Alabama",2021-07-21,563943,1632,11462,2
"Alabama",2021-07-22,565510,1567,11468,6
"Alabama",2021-07-23,567243,1733,11472,4
"Alabama",2021-07-24,569131,1888,11483,11
"Alabama",2021-07-25,570667,1536,11483,0
"Alabama",2021-07-26,572070,1403,11483,0
"Alabama",2021-07-27,574737,2667,11492,9
"Alabama",2021-07-28,577463,2726,11510,18
"Alabama",2021-07-29,577463,0,11510,0
"Alabama",2021-07-30,577463,0,11510,0
"Alabama",2021-07-31,585607,8144,11536,26
"Alabama",2021-08-01,587405,1798,11536,0
"Alabama",2021-08-02,589110,1705,11536,0
"Alabama",2021-08-03,592417,3307,11542,6
"Alabama",2021-08-04,595816,3399,11561,19
"Alabama",2021-08-05,599633,3817,11574,13
"Alabama",2021-08-06,603318,3685,11600,26
"Alabama",2021-08-07,607209,3891,11624,24
"Alabama",2021-08-08,607209,0,11624,0
"Alabama",2021-08-09,612086,4877,11625,1
"Alabama",2021-08-10,615901,3815,11648,23
"Alabama",2021-08-11,619752,3851,11689,41
"Alabama",2021-08-12,623919,4167,11724,35
"Alabama",2021-08-13,627905,3986,11765,41
"Alabama",2021-08-14,627905,0,11765,0
"Alabama",2021-08-15,634897,6992,11798,33
"Alabama",2021-08-16,637363,2466,11799,1
"Alabama",2021-08-17,641386,4023,11832,33
"Alabama",2021-08-18,645851,4465,11872,40
"Alabama",2021-08-19,649741,3890,11914,42
"Alabama",2021-08-20,653540,3799,11942,28
"Alabama",2021-08-21,659750,6210,12000,58
"Alabama",2021-08-22,663065,3315,12000,0
"Alabama",2021-08-23,665653,2588,12000,0
"Alabama",2021-08-24,665653,0,12000,0
"Alabama",2021-08-25,665653,0,12000,0
"Alabama",2021-08-26,676795,11142,12103,103
"Alabama",2021-08-27,681828,5033,12153,50
"Alabama",2021-08-28,688018,6190,12219,66
"Alabama",2021-08-29,691451,3433,12222,3
"Alabama",2021-08-30,694523,3072,12222,0
"Alabama",2021-08-31,699729,5206,12283,61
"Alabama",2021-09-01,704420,4691,12291,8
"Alabama",2021-09-02,709732,5312,12330,39
"Alabama",2021-09-03,714860,5128,12394,64
"Alabama",2021-09-04,719280,4420,12414,20
"Alabama",2021-09-05,722122,2842,12415,1
"Alabama",2021-09-06,724688,2566,12416,1
"Alabama",2021-09-07,727360,2672,12420,4
"Alabama",2021-09-08,732151,4791,12488,68
"Alabama",2021-09-09,736518,4367,12552,64
"Alabama",2021-09-10,741318,4800,12605,53
"Alabama",2021-09-11,745812,4494,12673,68
"Alabama",2021-09-12,747606,1794,12676,3
"Alabama",2021-09-13,750298,2692,12678,2
"Alabama",2021-09-14,754242,3944,12718,40
"Alabama",2021-09-15,757893,3651,12784,66
"Alabama",2021-09-16,761865,3972,12856,72
"Alabama",2021-09-17,764839,2974,13048,192
